"function_name","file"
"convert.edge.label.list.to.edge.label.vector","R/graph_utils.R"
"convert.to.undirected","R/graph_utils.R"
"convert.weighted.adjacency.matrix.to.adjacency.list","R/graph_utils.R"
"count.edges","R/graph_utils.R"
"create.pruned.isize.list","R/graph_utils.R"
"create.random.graph","R/graph_utils.R"
"create.subgraph","R/graph_utils.R"
"create.threshold.distance.graph","R/graph_utils.R"
"create.vertex.label.indicators","R/graph_utils.R"
"create.vertex.labels","R/graph_utils.R"
"dist.to.polyline.3d","R/graph_utils.R"
"edge.diff","R/graph_utils.R"
"extract.edge.lengths","R/graph_utils.R"
"extract.trajectory.edge.lengths","R/graph_utils.R"
"generate.graph.gaussian.mixture","R/graph_utils.R"
"geodesic.disk","R/graph_utils.R"
"get.edge.weights","R/graph_utils.R"
"get.sphere.degree.props","R/graph_utils.R"
"get.TN.S1.degree.props","R/graph_utils.R"
"get.torus.degree.props","R/graph_utils.R"
"graph.cltr.evenness","R/graph_utils.R"
"graph.connected.components","R/graph_utils.R"
"hungarian.frobenius.graph.matching","R/graph_utils.R"
"identical.vertex.set.weighted.graph.similarity","R/graph_utils.R"
"rm.self.loops","R/graph_utils.R"
"select.path.corridor","R/graph_utils.R"
"select.path.neighborhood","R/graph_utils.R"
"visualize.grid.function","R/graph_utils.R"
"wgraph.prune.long.edges","R/graph_utils.R"
".compute.igraph.layout","R/graphics.R"
".ensure_custom_shapes_registered","R/graphics.R"
"chain.with.path","R/graphics.R"
"create.graph.3d.obj","R/graphics.R"
"ggraph","R/graphics.R"
"itriangle.plot","R/graphics.R"
"kh.matrix","R/graphics.R"
"model.errors","R/graphics.R"
"plot.chain.with.path","R/graphics.R"
"plot.ggraph","R/graphics.R"
"plot.graphMScx","R/graphics.R"
"plot.kh.matrix","R/graphics.R"
"plot.model.errors","R/graphics.R"
"plot.prediction.errors","R/graphics.R"
"plot3D.graph","R/graphics.R"
"prediction.errors","R/graphics.R"
"triangle.plot","R/graphics.R"
"bbox.hcube.tiling","R/grids.R"
"box.tiling","R/grids.R"
"box.tiling.of.box","R/grids.R"
"create.2D.grid","R/grids.R"
"create.2D.rect.grid","R/grids.R"
"create.3D.grid","R/grids.R"
"create.3D.grid.v2","R/grids.R"
"create.3D.rect.grid","R/grids.R"
"create.3D.TN.grid","R/grids.R"
"create.3D.TN.grid.plus","R/grids.R"
"create.adaptive.tiled.X.grid.xD","R/grids.R"
"create.ED.grid.2D","R/grids.R"
"create.ED.grid.3D","R/grids.R"
"create.ED.grid.xD","R/grids.R"
"create.ENPs.grid.2D","R/grids.R"
"create.ENPs.grid.3D","R/grids.R"
"create.final.grid","R/grids.R"
"create.X.grid","R/grids.R"
"create.X.grid.xD","R/grids.R"
"dx.vs.gRf.mod.gSf","R/grids.R"
"expand.box","R/grids.R"
"extract.xy","R/grids.R"
"find.box.containing.x","R/grids.R"
"find.boxes.containing.x","R/grids.R"
"find.points.within.box","R/grids.R"
"get.3D.rect.grid.NN","R/grids.R"
"hgrid","R/grids.R"
"identify_points_within_box","R/grids.R"
"mstree.grid","R/grids.R"
"plot.box.tiling","R/grids.R"
"plot.gridX","R/grids.R"
"as.data.frame.harmonic_extension","R/harmonic_extension.R"
"compute.harmonic.extension","R/harmonic_extension.R"
"get.extended.coord","R/harmonic_extension.R"
"print.harmonic_extension","R/harmonic_extension.R"
"select.max.density.trajectory","R/harmonic_extension.R"
"get.region.boundary","R/harmonic_smoother.R"
"harmonic.smoother","R/harmonic_smoother.R"
"perform.harmonic.smoothing","R/harmonic_smoother.R"
"plot.harmonic_smoother","R/harmonic_smoother.R"
"print.harmonic_smoother","R/harmonic_smoother.R"
"print.summary.harmonic_smoother","R/harmonic_smoother.R"
"summary.harmonic_smoother","R/harmonic_smoother.R"
"bbmwd.over.hHN.graphs","R/hHN_graphs.R"
"create.hHN.graph","R/hHN_graphs.R"
"hist1","R/hist_utils.R"
"hist2","R/hist_utils.R"
"hist3","R/hist_utils.R"
"iknn.graph.response.pipeline","R/iknn_graph_response_pipeline.R"
"create.single.iknn.graph","R/iknn_graph.R"
"summary.IkNN","R/iknn_graph.R"
".add.iknn.trend","R/iknn_graphs.R"
"build.iknn.graphs.and.selectk","R/iknn_graphs.R"
"compute.degrees.js.divergence","R/iknn_graphs.R"
"compute.edit.distances","R/iknn_graphs.R"
"compute.stability.metrics","R/iknn_graphs.R"
"create.iknn.graphs","R/iknn_graphs.R"
"find.optimal.k","R/iknn_graphs.R"
"find.optimal.k.from.birth.death","R/iknn_graphs.R"
"find.optimal.k.from.stability","R/iknn_graphs.R"
"internal.compute.edit.distances","R/iknn_graphs.R"
"pick.k.within.eps.global.max","R/iknn_graphs.R"
"plot.build_iknn_graphs_and_selectk","R/iknn_graphs.R"
"plot.iknn_stability_metrics","R/iknn_graphs.R"
"plot.IkNNgraphs","R/iknn_graphs.R"
"print.build_iknn_graphs_and_selectk","R/iknn_graphs.R"
"summary.iknn_graphs","R/iknn_graphs.R"
"trim.X.to.main.cc","R/iknn_graphs.R"
"create.intersection.graph","R/intersection_graphs.R"
"extract.isa.biclusters","R/isa_biclustering_utils.R"
"filter.redundant.biclusters","R/isa_biclustering_utils.R"
"isa.to.hard.clusters","R/isa_biclustering_utils.R"
"select.biclusters.by.robustness","R/isa_biclustering_utils.R"
"select.thresholds.by.gaps","R/isa_biclustering_utils.R"
"summarize.bicluster.quality","R/isa_biclustering_utils.R"
".isometry.pair.values","R/isometry_deviation.R"
".isometry.residual.diagnostics","R/isometry_deviation.R"
".validate.distance.matrix","R/isometry_deviation.R"
"isometry.distance.correlations","R/isometry_deviation.R"
"isometry.distortion.quantiles","R/isometry_deviation.R"
"isometry.geodesic.diagnostics","R/isometry_deviation.R"
"isometry.rel.abs.error","R/isometry_deviation.R"
"isometry.rel.rms.error","R/isometry_deviation.R"
"isometry.scale","R/isometry_deviation.R"
"summarize.isometry.deviation","R/isometry_deviation.R"
".klp.clean.degree.grid","R/kernel_local_polynomial_cv.R"
".klp.clean.kernel.grid","R/kernel_local_polynomial_cv.R"
".klp.clean.support.grid","R/kernel_local_polynomial_cv.R"
".klp.cv.table","R/kernel_local_polynomial_cv.R"
".klp.design.cache.key","R/kernel_local_polynomial_cv.R"
".klp.design.ncol","R/kernel_local_polynomial_cv.R"
".klp.fit.intercept","R/kernel_local_polynomial_cv.R"
".klp.fit.intercept.design","R/kernel_local_polynomial_cv.R"
".klp.fit.intercept.lazy","R/kernel_local_polynomial_cv.R"
".klp.get.local.design","R/kernel_local_polynomial_cv.R"
".klp.kernel.weights","R/kernel_local_polynomial_cv.R"
".klp.local.coordinates","R/kernel_local_polynomial_cv.R"
".klp.local.design.cache","R/kernel_local_polynomial_cv.R"
".klp.local.neighborhood","R/kernel_local_polynomial_cv.R"
".klp.local.neighborhood.from.order","R/kernel_local_polynomial_cv.R"
".klp.local.order","R/kernel_local_polynomial_cv.R"
".klp.predict.local.polynomial","R/kernel_local_polynomial_cv.R"
".klp.prepare.foldid","R/kernel_local_polynomial_cv.R"
".klp.resolve.backend","R/kernel_local_polynomial_cv.R"
".klp.resolve.chart.dim","R/kernel_local_polynomial_cv.R"
".klp.rmse","R/kernel_local_polynomial_cv.R"
"kernel.local.polynomial.cv","R/kernel_local_polynomial_cv.R"
"predict.kernel.local.polynomial.cv","R/kernel_local_polynomial_cv.R"
"print.kernel.local.polynomial.cv","R/kernel_local_polynomial_cv.R"
"epanechnikov.kernel","R/kernels.R"
"get.bws","R/kernels.R"
"get.bws.with.minK","R/kernels.R"
"kernel.eval","R/kernels.R"
"normalize.dist","R/kernels.R"
"row.TS.norm","R/kernels.R"
"row.weighting","R/kernels.R"
"tr.exponential.kernel","R/kernels.R"
"triangular.kernel","R/kernels.R"
".normalize.knn.cache.path","R/knn_cache_helpers.R"
".knn.metric.id","R/knn_metric_helpers.R"
".normalize.knn.metric","R/knn_metric_helpers.R"
".normalize.linf.tol","R/knn_metric_helpers.R"
".validate.linf.simplex.input","R/knn_metric_helpers.R"
"lcor.with.posterior","R/lcor_with_posterior.R"
"lcor.with.posterior.cpp","R/lcor_with_posterior.R"
"lcor.with.posterior.R","R/lcor_with_posterior.R"
"print.lcor.posterior","R/lcor_with_posterior.R"
"print.summary.lcor.posterior","R/lcor_with_posterior.R"
"summary.lcor.posterior","R/lcor_with_posterior.R"
".assemble.asymmetric.result","R/lcor.R"
".assemble.symmetric.result","R/lcor.R"
".prepare_lcor_hop_graph","R/lcor.R"
"lcor","R/lcor.R"
"lcor.matrix.matrix","R/lcor.R"
"lcor.vector.matrix","R/lcor.R"
"lcor.vector.vector","R/lcor.R"
"lcor.vertex.heatmap","R/lcor.R"
"print.lcor_matrix_matrix_result","R/lcor.R"
"print.lcor_vector_matrix_result","R/lcor.R"
"summary.lcor_matrix_matrix_result","R/lcor.R"
"summary.lcor_vector_matrix_result","R/lcor.R"
"compute.persistence","R/local_extrema.R"
"detect.local.extrema","R/local_extrema.R"
"plot.local_extrema","R/local_extrema.R"
"print.summary.local_extrema","R/local_extrema.R"
"summary.local_extrema","R/local_extrema.R"
"unweighted.compute.persistence","R/local_extrema.R"
"vertices","R/local_extrema.R"
"vertices.local_extrema","R/local_extrema.R"
".edge.count.from.adj.list","R/local_geodesic_pruning.R"
".empty.pruned.edge.stats","R/local_geodesic_pruning.R"
".exact.knn.index","R/local_geodesic_pruning.R"
".local.dijkstra.distance","R/local_geodesic_pruning.R"
".normalize.global.ratio.prune.controls","R/local_geodesic_pruning.R"
".normalize.local.prune.controls","R/local_geodesic_pruning.R"
".normalize.prune.method","R/local_geodesic_pruning.R"
".prune.graph.by.method","R/local_geodesic_pruning.R"
".prune.graph.global.geodesic","R/local_geodesic_pruning.R"
".prune.graph.global.geodesic.ratio","R/local_geodesic_pruning.R"
".prune.graph.local.geodesic","R/local_geodesic_pruning.R"
".prune.graph.long.edges","R/local_geodesic_pruning.R"
".remove.undirected.edge","R/local_geodesic_pruning.R"
".local.pca.auto.chart.dim","R/local_pca_chart_dim.R"
".local.pca.auto.chart.dim.result","R/local_pca_chart_dim.R"
".local.pca.auto.chart.dim.row","R/local_pca_chart_dim.R"
".local.pca.auto.chart.dim.with.metric","R/local_pca_chart_dim.R"
".local.pca.max.chart.dim.for.support","R/local_pca_chart_dim.R"
".lpl.tf.assemble.sparse","R/lpl_tf.R"
".lpl.tf.coordinate.support","R/lpl_tf.R"
".lpl.tf.cv","R/lpl_tf.R"
".lpl.tf.decorate.cv","R/lpl_tf.R"
".lpl.tf.design.matrix","R/lpl_tf.R"
".lpl.tf.extract.graph.stage","R/lpl_tf.R"
".lpl.tf.fit.from.operator","R/lpl_tf.R"
".lpl.tf.fit.operator.grid","R/lpl_tf.R"
".lpl.tf.genlasso.path","R/lpl_tf.R"
".lpl.tf.is.svd.backend.error","R/lpl_tf.R"
".lpl.tf.kernel.weights","R/lpl_tf.R"
".lpl.tf.lambda.boundary","R/lpl_tf.R"
".lpl.tf.local.chart","R/lpl_tf.R"
".lpl.tf.matrix.rank","R/lpl_tf.R"
".lpl.tf.merge.operator.args","R/lpl_tf.R"
".lpl.tf.monomial.powers","R/lpl_tf.R"
".lpl.tf.normalize.row","R/lpl_tf.R"
".lpl.tf.operator.diagnostics","R/lpl_tf.R"
".lpl.tf.operator.grid.candidates","R/lpl_tf.R"
".lpl.tf.operator.row","R/lpl_tf.R"
".lpl.tf.operator.selection.row","R/lpl_tf.R"
".lpl.tf.operator.selection.score","R/lpl_tf.R"
".lpl.tf.prediction.weights","R/lpl_tf.R"
".lpl.tf.prepare.fit.operator","R/lpl_tf.R"
".lpl.tf.prepare.foldid","R/lpl_tf.R"
".lpl.tf.prepare.graph","R/lpl_tf.R"
".lpl.tf.prepare.solver.operator","R/lpl_tf.R"
".lpl.tf.row.result","R/lpl_tf.R"
".lpl.tf.scalar.integer","R/lpl_tf.R"
".lpl.tf.validate.operator.args","R/lpl_tf.R"
".lpl.tf.validate.response","R/lpl_tf.R"
"fit.lpl.tf","R/lpl_tf.R"
"lpl.tf.operator","R/lpl_tf.R"
"predict.lpl_tf","R/lpl_tf.R"
"print.lpl_tf_operator","R/lpl_tf.R"
"refit.lpl.tf","R/lpl_tf.R"
"coef.lslope.test","R/lslope_test_paired.R"
"lslope.test","R/lslope_test_paired.R"
"plot.lslope.test","R/lslope_test_paired.R"
"print.lslope.test","R/lslope_test_paired.R"
"print.summary.lslope.test","R/lslope_test_paired.R"
"significant.vertices","R/lslope_test_paired.R"
"summary.lslope.test","R/lslope_test_paired.R"
"lslope","R/lslope.R"
"lslope.matrix.matrix","R/lslope.R"
"lslope.neighborhood","R/lslope.R"
"lslope.vector.matrix","R/lslope.R"
"lslope.vector.matrix.R","R/lslope.R"
"lslope.vector.vector","R/lslope.R"
"print.lslope_gradient_result","R/lslope.R"
"print.lslope_matrix_matrix_result","R/lslope.R"
"print.lslope_neighborhood_result","R/lslope.R"
"print.lslope_vector_matrix_result","R/lslope.R"
"summary.lslope_matrix_matrix_result","R/lslope.R"
"summary.lslope_vector_matrix_result","R/lslope.R"
"cell.summary.df","R/madag.R"
"construct.madag","R/madag.R"
"enumerate.cell.trajectories","R/madag.R"
"get.cell","R/madag.R"
"identify.bottlenecks","R/madag.R"
"print.madag","R/madag.R"
"sample.cell.trajectories","R/madag.R"
"summary.madag","R/madag.R"
"trajectory.similarity.matrix","R/madag.R"
"detect.major.arms","R/major_arms.R"
".gflow.get_namespace_export","R/malo_runtime_helpers.R"
".gflow.require.malo","R/malo_runtime_helpers.R"
".gflow.require.namespace","R/malo_runtime_helpers.R"
".malps.average.predictions","R/malps.R"
".malps.bootstrap.weights","R/malps.R"
".malps.boundary.score","R/malps.R"
".malps.build.charts","R/malps.R"
".malps.build.prediction.supports","R/malps.R"
".malps.build.supports","R/malps.R"
".malps.candidate.params","R/malps.R"
".malps.chart.coordinates","R/malps.R"
".malps.compact.kernel","R/malps.R"
".malps.cv.loss","R/malps.R"
".malps.default.support.grid","R/malps.R"
".malps.design.column.names","R/malps.R"
".malps.design.matrix","R/malps.R"
".malps.design.size","R/malps.R"
".malps.distance.matrix","R/malps.R"
".malps.duplicate.row.info","R/malps.R"
".malps.fit.core","R/malps.R"
".malps.fit.local.models","R/malps.R"
".malps.format.index.message","R/malps.R"
".malps.inflate.radius","R/malps.R"
".malps.kernel.weights","R/malps.R"
".malps.make.candidate.table","R/malps.R"
".malps.model.quality.diagnostics","R/malps.R"
".malps.model.quality.weights","R/malps.R"
".malps.orient.pca.basis","R/malps.R"
".malps.predict.newdata","R/malps.R"
".malps.prepare.anchors","R/malps.R"
".malps.prepare.fixed.params","R/malps.R"
".malps.prepare.folds","R/malps.R"
".malps.prepare.graph.info","R/malps.R"
".malps.refit.with.supports","R/malps.R"
".malps.resolve.support.metric","R/malps.R"
".malps.robust.bisquare.weights","R/malps.R"
".malps.select.cv","R/malps.R"
".malps.select.cv.index","R/malps.R"
".malps.select.gcv","R/malps.R"
".malps.solve.wls","R/malps.R"
".malps.support.buffer.safe","R/malps.R"
".malps.support.distance.matrix","R/malps.R"
".malps.validate.anchor.coordinates","R/malps.R"
".malps.validate.anchor.index","R/malps.R"
".malps.validate.bootstrap.probs","R/malps.R"
".malps.validate.chart.dim","R/malps.R"
".malps.validate.degree","R/malps.R"
".malps.validate.degree.grid","R/malps.R"
".malps.validate.integer.scalar","R/malps.R"
".malps.validate.kernel.grid","R/malps.R"
".malps.validate.newdata","R/malps.R"
".malps.validate.nonnegative.integer","R/malps.R"
".malps.validate.positive.integer","R/malps.R"
".malps.validate.positive.integer.grid","R/malps.R"
".malps.validate.positive.numeric.grid","R/malps.R"
".malps.validate.positive.scalar","R/malps.R"
".malps.validate.proportion","R/malps.R"
".malps.validate.refit.weights","R/malps.R"
".malps.validate.X","R/malps.R"
".malps.validate.y","R/malps.R"
".malps.wls.coefficient.map","R/malps.R"
"bootstrap.malps","R/malps.R"
"fit.malps","R/malps.R"
"malps.gcv","R/malps.R"
"malps.smoother.matrix","R/malps.R"
"predict.malps","R/malps.R"
"print.malps","R/malps.R"
"print.malps_bootstrap","R/malps.R"
"refit.malps","R/malps.R"
"adaptive_mean_shift_gfa","R/mean_shift_smoother.R"
"knn_adaptive_mean_shift_gfa","R/mean_shift_smoother.R"
"meanshift.data.smoother","R/mean_shift_smoother.R"
"plot.MSD","R/mean_shift_smoother.R"
"extract.gradient.trajectory.from.structure","R/merge_clustered_basins.R"
"get.absorbed.extrema.info","R/merge_clustered_basins.R"
"merge.clustered.basins","R/merge_clustered_basins.R"
"merge.two.basins","R/merge_two_extrema.R"
"merge.two.extrema","R/merge_two_extrema.R"
".attach.metric.graph.lowpass.laplacian","R/metric_graph_lowpass.R"
".make.metric.graph.lowpass.block.index","R/metric_graph_lowpass.R"
".prepare.metric.graph.lowpass.eta.grid","R/metric_graph_lowpass.R"
".prepare.metric.graph.lowpass.response.matrix","R/metric_graph_lowpass.R"
".require.metric.graph.lowpass.finite","R/metric_graph_lowpass.R"
".validate.metric.graph.lowpass.gcv.result","R/metric_graph_lowpass.R"
".validate.metric.graph.lowpass.graph","R/metric_graph_lowpass.R"
".validate.metric.graph.lowpass.operator.args","R/metric_graph_lowpass.R"
".validate.metric.graph.lowpass.response","R/metric_graph_lowpass.R"
".validate.metric.graph.lowpass.solver.args","R/metric_graph_lowpass.R"
".validate.optional.block.size","R/metric_graph_lowpass.R"
".validate.positive.integer.scalar","R/metric_graph_lowpass.R"
"fit.metric.graph.lowpass","R/metric_graph_lowpass.R"
"metric.graph.lowpass.operator","R/metric_graph_lowpass.R"
"print.metric.graph.lowpass.fit","R/metric_graph_lowpass.R"
"print.metric.graph.lowpass.refit","R/metric_graph_lowpass.R"
"refit.metric.graph.lowpass","R/metric_graph_lowpass.R"
".count_connected_components","R/mknn_graphs.R"
"create.mknn.graph","R/mknn_graphs.R"
"create.mknn.graphs","R/mknn_graphs.R"
"print.mknn_graph","R/mknn_graphs.R"
"print.mknn_graphs","R/mknn_graphs.R"
"summary.mknn_graphs","R/mknn_graphs.R"
"create.cmst.graph","R/mst_completion_graphs.R"
"print.mst_completion_graph","R/mst_completion_graphs.R"
"print.summary.mst_completion_graph","R/mst_completion_graphs.R"
"summary.mst_completion_graph","R/mst_completion_graphs.R"
"mstree","R/mstree.R"
"complex.laplacian.solve","R/nerve_cx.R"
"create.nerve.complex","R/nerve_cx.R"
"extract.skeleton.graph","R/nerve_cx.R"
"get.simplex.counts","R/nerve_cx.R"
"graph.vs.complex.regression.compare","R/nerve_cx.R"
"print.nerve_complex","R/nerve_cx.R"
"set.complex.function.values","R/nerve_cx.R"
"set.complex.weight.scheme","R/nerve_cx.R"
"print.knn.outliers","R/outlier_detection.R"
"print.summary.knn.outliers","R/outlier_detection.R"
"remove.knn.outliers","R/outlier_detection.R"
"summary.knn.outliers","R/outlier_detection.R"
"parameterize.circular.graph","R/parameterize_circular_graph.R"
"plot.circular_parameterization","R/parameterize_circular_graph.R"
"print.circular_parameterization","R/parameterize_circular_graph.R"
"partition.graph","R/partition_graph.R"
"partition.cell.heatmaps","R/partition_heatmap.R"
"partition.heatmap","R/partition_heatmap.R"
"compare.paths","R/path_graphs.R"
"create.path.graph","R/path_graphs.R"
"create.path.graph.series","R/path_graphs.R"
"create.plm.graph","R/path_graphs.R"
"get.shortest.path","R/path_graphs.R"
"minh.limit","R/path_graphs.R"
"new.path.graph","R/path_graphs.R"
"print.path.graph","R/path_graphs.R"
"print.path.graph.plm","R/path_graphs.R"
"print.path.graph.series","R/path_graphs.R"
"summary.path.graph","R/path_graphs.R"
"summary.path.graph.series","R/path_graphs.R"
"permutation.test.lcor","R/permutation_test_lcor.R"
"cluster.max.mass","R/permutation_test_rdgraph.R"
"cluster.max.size","R/permutation_test_rdgraph.R"
"perm.test.audit","R/permutation_test_rdgraph.R"
"permutation.test.rdgraph","R/permutation_test_rdgraph.R"
".maxp_no_check","R/pextrema.R"
".minp_no_check","R/pextrema.R"
"maxp","R/pextrema.R"
"minp","R/pextrema.R"
".phc_as_distance_matrix","R/phate_core.R"
".phc_as_numeric_matrix","R/phate_core.R"
".phc_as_square_numeric_matrix","R/phate_core.R"
".phc_build_alpha_kernel","R/phate_core.R"
".phc_build_phate_kernel_cpp","R/phate_core.R"
".phc_diffusion_potential","R/phate_core.R"
".phc_knee_point_gflow","R/phate_core.R"
".phc_knee_point_phate","R/phate_core.R"
".phc_match_phate_mode","R/phate_core.R"
".phc_matrix_power","R/phate_core.R"
".phc_row_normalize","R/phate_core.R"
".phc_vne_curve_gflow","R/phate_core.R"
".phc_vne_curve_phate","R/phate_core.R"
".phe_build_embedding_distance","R/phate_core.R"
".phe_cmdscale_fit","R/phate_core.R"
".phe_match_embedding_method","R/phate_core.R"
".phe_resolve_distance_input","R/phate_core.R"
".phe_run_mds_backend","R/phate_core.R"
"phate","R/phate_core.R"
"phate.core","R/phate_core.R"
"phate.embed","R/phate_core.R"
"compute.clr.disk","R/plot_feature_distance_diagnostics.R"
"make.disk.diagnostics.pdf","R/plot_feature_distance_diagnostics.R"
"make.spt.diagnostics.pdf","R/plot_feature_distance_diagnostics.R"
"plot.abundance.distance.diagnostics","R/plot_feature_distance_diagnostics.R"
"plot.presence.distance.diagnostics","R/plot_feature_distance_diagnostics.R"
"plot.quantile.bin.diagnostics","R/plot_feature_distance_diagnostics.R"
"transform.logit","R/plot_feature_distance_diagnostics.R"
"plot.component","R/plot_graph_component.R"
"plot.components.multi","R/plot_graph_component.R"
"plot.trajectory.hurdle.association","R/plot_trajectory_hurdle_association.R"
"prep.trajectory.hurdle.association.data","R/plot_trajectory_hurdle_association.R"
"prep.trajectory.hurdle.association.data.v1","R/plot_trajectory_hurdle_association.R"
".run_plot3d_html_layers","R/plot_utils.R"
"add.grad.ED.arrows","R/plot_utils.R"
"bin.segments3d","R/plot_utils.R"
"circle.plot","R/plot_utils.R"
"cont.segments3d","R/plot_utils.R"
"draw.3d.line","R/plot_utils.R"
"draw.axes","R/plot_utils.R"
"draw.dashed.line3d","R/plot_utils.R"
"hor.error.bar","R/plot_utils.R"
"label.end.pts","R/plot_utils.R"
"mae.plot","R/plot_utils.R"
"map.S.to.X","R/plot_utils.R"
"panel.acor","R/plot_utils.R"
"panel.rlm","R/plot_utils.R"
"path.fn","R/plot_utils.R"
"plot2D.cltr.profiles","R/plot_utils.R"
"plot2D.cont","R/plot_utils.R"
"plot2D.node.level.props","R/plot_utils.R"
"plot2D.tree","R/plot_utils.R"
"plot3D.cl","R/plot_utils.R"
"plot3D.cltrs","R/plot_utils.R"
"plot3D.cltrs.html","R/plot_utils.R"
"plot3D.cltrs.widget","R/plot_utils.R"
"plot3D.cont","R/plot_utils.R"
"plot3D.cont.html","R/plot_utils.R"
"plot3D.cont.widget","R/plot_utils.R"
"plot3D.diskEmbdg","R/plot_utils.R"
"plot3D.geodesic","R/plot_utils.R"
"plot3D.path","R/plot_utils.R"
"plot3D.plain","R/plot_utils.R"
"plot3D.plain.html","R/plot_utils.R"
"plot3D.plain.widget","R/plot_utils.R"
"plot3D.tree","R/plot_utils.R"
"plotlcor.1D","R/plot_utils.R"
"quantize.for.legend","R/plot_utils.R"
"scale01","R/plot_utils.R"
"show.3d.cl","R/plot_utils.R"
"show.cltrs","R/plot_utils.R"
"vert.error.bar","R/plot_utils.R"
".pmg_as_numeric_matrix","R/potential_metric_graph.R"
".pmg_as_square_numeric_matrix","R/potential_metric_graph.R"
".pmg_build_incidence","R/potential_metric_graph.R"
".pmg_build_topology_from_operator_knn","R/potential_metric_graph.R"
".pmg_build_topology_from_operator_nonzero","R/potential_metric_graph.R"
".pmg_build_topology_from_potential_knn","R/potential_metric_graph.R"
".pmg_compute_objective","R/potential_metric_graph.R"
".pmg_edges_to_lists","R/potential_metric_graph.R"
".pmg_evaluate_weights","R/potential_metric_graph.R"
".pmg_extract_undirected_edges","R/potential_metric_graph.R"
".pmg_graph_from_edges","R/potential_metric_graph.R"
".pmg_matrix_power_int","R/potential_metric_graph.R"
".pmg_prepare_operator_inputs","R/potential_metric_graph.R"
".pmg_resolve_target_distance_matrix","R/potential_metric_graph.R"
".pmg_row_normalize_operator","R/potential_metric_graph.R"
".pmg_select_pairs","R/potential_metric_graph.R"
".pmg_similarity_to_edge_length","R/potential_metric_graph.R"
".pmg_solve_fixed_paths","R/potential_metric_graph.R"
".pmg_validate_graph_inputs","R/potential_metric_graph.R"
"construct.potential.metric.graph","R/potential_metric_graph.R"
"construct.potential.metric.graph.from.phate","R/potential_metric_graph.R"
"floor_mass","R/preprocess_matrix.R"
"normal.scores.vec","R/preprocess_matrix.R"
"preprocess.matrix.asinh","R/preprocess_matrix.R"
"preprocess.matrix.logshift","R/preprocess_matrix.R"
"preprocess.matrix.normscores","R/preprocess_matrix.R"
"robust.zscore.vec","R/preprocess_matrix.R"
"select.features.by.floor.mass","R/preprocess_matrix.R"
"winsorize.vec","R/preprocess_matrix.R"
"diagnose.twoplane.geometry","R/preprocess_metabolon_twoplane.R"
"edges.from.nnindex","R/preprocess_metabolon_twoplane.R"
"impute.two.thirds.min.pos","R/preprocess_metabolon_twoplane.R"
"jaccard.edge.distance","R/preprocess_metabolon_twoplane.R"
"knn.edit.distance.curve","R/preprocess_metabolon_twoplane.R"
"logratio.clr.matrix","R/preprocess_metabolon_twoplane.R"
"logratio.to.refs.matrix","R/preprocess_metabolon_twoplane.R"
"plot.knn.edit.curve","R/preprocess_metabolon_twoplane.R"
"plot.metabolon_twoplane","R/preprocess_metabolon_twoplane.R"
"preprocess.metabolon.twoplane","R/preprocess_metabolon_twoplane.R"
"robust.zscore.vec","R/preprocess_metabolon_twoplane.R"
"select.stable.references","R/preprocess_metabolon_twoplane.R"
"winsorize.vec","R/preprocess_metabolon_twoplane.R"
".pttf.fit.apply.row.policy","R/pttf_fit.R"
".pttf.fit.cv.foldid","R/pttf_fit.R"
".pttf.fit.decorate.l1","R/pttf_fit.R"
".pttf.fit.default.l1.lambda.grid","R/pttf_fit.R"
".pttf.fit.l2","R/pttf_fit.R"
".pttf.fit.l2.cv","R/pttf_fit.R"
".pttf.fit.l2.solve","R/pttf_fit.R"
".pttf.fit.lambda.boundary","R/pttf_fit.R"
".pttf.fit.line.rank","R/pttf_fit.R"
".pttf.fit.prepare.operator","R/pttf_fit.R"
".pttf.fit.validate.response","R/pttf_fit.R"
".pttf.fit.validate.weights","R/pttf_fit.R"
"fit.pttf.trend.filtering","R/pttf_fit.R"
"print.pttf.trend.filtering.fit","R/pttf_fit.R"
".pttf.geometry.all.source.distances","R/pttf_geometry.R"
".pttf.geometry.cycle.diagnostics","R/pttf_geometry.R"
".pttf.geometry.cycle.product.residual","R/pttf_geometry.R"
".pttf.geometry.density","R/pttf_geometry.R"
".pttf.geometry.edge.table","R/pttf_geometry.R"
".pttf.geometry.frames","R/pttf_geometry.R"
".pttf.geometry.fundamental.cycles","R/pttf_geometry.R"
".pttf.geometry.get.O","R/pttf_geometry.R"
".pttf.geometry.hop.distances","R/pttf_geometry.R"
".pttf.geometry.matrix.condition","R/pttf_geometry.R"
".pttf.geometry.non.tree.summary","R/pttf_geometry.R"
".pttf.geometry.non.tree.sync.residuals","R/pttf_geometry.R"
".pttf.geometry.orientation.sync","R/pttf_geometry.R"
".pttf.geometry.orthogonal.factor","R/pttf_geometry.R"
".pttf.geometry.prepare.graph","R/pttf_geometry.R"
".pttf.geometry.procrustes.edge","R/pttf_geometry.R"
".pttf.geometry.single.source.distances","R/pttf_geometry.R"
".pttf.geometry.supports","R/pttf_geometry.R"
".pttf.geometry.transports","R/pttf_geometry.R"
".pttf.geometry.tree.path","R/pttf_geometry.R"
".pttf.geometry.valid.frame","R/pttf_geometry.R"
"pttf.geometry","R/pttf_geometry.R"
